feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id,label_model,prob
V3,16.647876,V3,V3,2183.138765,V0,V2,3.0,V2,V0,2.0,V1,34.071108,stores,V1,2.0,V2,2.0,none,yes,1,1,0,0.8954522609710693
V2,23.664243,V2,V1,2426.654637,V0,V3,4.0,V2,V0,2.0,V2,27.793945,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.9455546736717224
V3,6.243036,V2,V0,944.182625,V2,,3.0,V2,V2,1.0,V0,27.83456,none,V1,1.0,V2,1.0,yes,yes,1,1,0,0.9623396396636963
V1,19.545907,V4,V3,3576.0274,V4,,2.0,V2,V1,4.0,V3,27.378089,none,V2,2.0,V2,1.0,none,yes,1,1,0,0.9690316319465637
V0,26.985767,V2,V6,1389.355151,V0,V2,3.0,V1,V0,2.0,V0,22.856318,,,1.0,V2,1.0,none,yes,1,1,1,0.9606721997261047
V0,19.909955,V2,V3,1443.686683,V3,V3,1.0,V3,V0,3.0,V0,28.590664,none,V1,1.0,V2,1.0,unknown,yes,1,1,0,0.9541204571723938
V0,19.397815,V3,V2,1658.351801,V0,V2,4.0,V2,V0,1.0,V3,28.653431,none,V2,2.0,V2,1.0,none,yes,1,1,0,0.5567277669906616
V0,18.141429,V4,V2,993.0687,V0,V1,4.0,V3,V0,4.0,V1,29.183869,none,,3.0,V2,1.0,yes,yes,1,1,0,0.5789293050765991
V1,24.934916,V2,V3,6622.474141,V4,V0,2.0,V1,V0,2.0,V1,65.987978,bank,V1,1.0,V3,1.0,yes,yes,1,1,0,0.8142953515052795
V3,24.934524,V4,V9,997.546239,V0,V2,3.0,V2,V0,2.0,V2,33.194384,none,V1,3.0,V1,1.0,none,yes,1,1,0,0.9204418659210205
V0,45.876579,V1,V3,11218.471469,V0,V2,1.0,V2,V0,2.0,V2,51.297458,none,V1,1.0,V1,1.0,none,yes,1,1,1,0.9687260985374451
V1,32.025095,V2,V9,4340.331449,V4,V2,3.0,V2,V0,4.0,V2,61.682672,none,V0,1.0,V2,1.0,unknown,yes,1,1,1,0.5574588775634766
V3,6.543564,V2,V4,2718.821243,V0,,2.0,V2,V0,3.0,V2,40.366035,bank,V1,2.0,V2,1.0,none,yes,1,1,0,0.9601688981056213
V3,23.755927,V2,V1,3741.942893,V4,V2,4.0,V2,V0,3.0,V0,26.252708,none,V0,1.0,V1,1.0,none,yes,1,1,0,0.9761202931404114
V2,25.249449,V2,V6,3650.082388,V2,V0,1.0,V0,V0,1.0,V3,25.492895,none,V2,1.0,V3,1.0,yes,yes,1,1,1,0.9189435243606567
V3,11.924555,V2,V0,1231.178682,V4,V2,4.0,V1,V0,2.0,V2,26.290439,,V1,1.0,V2,1.0,yes,yes,1,1,0,0.8217867016792297
V1,22.956274,V4,V3,2268.426922,V0,V2,3.0,V2,V0,4.0,V0,32.644664,none,V1,2.0,V3,1.0,yes,yes,1,1,0,0.9058905839920044
V1,23.438443,V2,V5,11311.467857,V0,,2.0,V1,V0,2.0,V2,27.082011,none,V1,1.0,V1,1.0,unknown,yes,1,1,1,0.8556221127510071
V2,7.329904,V4,V1,1359.994485,V0,V2,3.0,V1,V0,1.0,V2,32.628606,none,V1,2.0,V3,1.0,yes,yes,1,1,0,0.9842857122421265
V1,45.237843,V4,V9,3274.119184,V0,V3,2.0,V1,V0,2.0,V0,33.180943,none,V1,1.0,V3,1.0,unknown,yes,1,1,0,0.8924312591552734
V3,6.806902,V2,V2,1192.150672,V0,V3,3.0,V1,V0,4.0,V0,20.491881,none,V0,1.0,V3,1.0,yes,yes,1,1,0,0.9748614430427551
V3,40.434909,V0,V0,5078.414762,V4,,4.0,V3,V0,4.0,V0,43.546206,none,V0,1.0,V2,1.0,yes,yes,1,1,0,0.8498516082763672
V0,11.964111,V4,V3,2392.222033,V3,V2,4.0,V2,V0,4.0,V2,30.281735,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.9881876707077026
V0,10.095505,V1,V0,645.437445,V0,V4,4.0,V0,V0,4.0,V2,39.573234,bank,V1,1.0,V2,1.0,none,yes,1,1,1,0.9530738592147827
V3,24.33111,V2,V0,6625.146009,V2,,2.0,V2,V0,1.0,V2,74.689157,none,V1,1.0,V1,2.0,none,yes,1,1,0,0.8521186113357544
V3,23.113967,V4,V1,771.681018,V0,V0,4.0,V2,V0,1.0,V1,34.807123,none,V1,2.0,V3,1.0,yes,yes,1,1,0,0.9757078886032104
V0,16.691003,V2,V9,2233.226504,V0,V1,2.0,V2,V0,2.0,V2,49.549223,none,,1.0,V2,1.0,none,yes,1,1,1,0.7762008905410767
V1,9.425212,V2,V2,1102.03526,V0,V3,4.0,V2,V0,4.0,V3,32.393691,none,,1.0,V2,1.0,none,yes,1,1,1,0.7572759985923767
V1,4.673883,V2,V3,1021.338109,V0,V4,1.0,V1,V0,4.0,V2,42.763841,bank,,1.0,V2,1.0,none,yes,1,1,0,0.6402972340583801
V1,24.398048,V2,V3,2300.159558,V0,V4,4.0,V1,V0,4.0,V0,34.012238,,V1,2.0,V3,2.0,yes,yes,1,1,1,0.7413049340248108
V2,11.923473,V1,V5,527.807856,V0,,4.0,V2,V0,4.0,V1,43.739166,stores,V0,1.0,V1,1.0,none,yes,1,1,0,0.8562932014465332
V1,12.92571,V2,V9,3691.816737,V0,V1,2.0,V1,V0,2.0,V2,54.194993,,V1,1.0,V1,1.0,none,yes,1,1,0,0.5646065473556519
V3,23.469603,V2,V3,7635.884861,V0,V4,4.0,V2,V0,4.0,V3,59.751975,none,V0,1.0,V2,1.0,yes,yes,1,1,0,0.9388821721076965
V3,26.274877,V1,V9,1595.54017,V0,,4.0,V2,V0,3.0,V3,35.236563,,,1.0,V2,2.0,yes,yes,1,1,1,0.6073781847953796
V1,12.331124,V0,V3,2105.171759,V1,V4,4.0,V1,V0,4.0,V1,49.614725,none,V1,1.0,V1,1.0,none,yes,1,1,1,0.592575192451477
V0,12.678049,V4,V3,3137.422254,V0,V3,1.0,V2,V0,4.0,V3,32.012998,,V2,3.0,V2,1.0,unknown,yes,1,1,0,0.8689402341842651
V3,23.82431,V2,V3,1549.667684,V0,V2,4.0,V2,V0,1.0,V3,39.421611,none,V2,1.0,V2,1.0,yes,yes,1,1,0,0.9293692111968994
V3,25.10069,V4,V0,3793.886982,V4,V4,3.0,V1,V0,2.0,V0,20.483367,none,V1,2.0,V2,1.0,yes,yes,1,1,0,0.9843516945838928
V3,24.538957,V3,V0,1160.689751,V0,V4,3.0,V2,V0,4.0,V1,37.949862,,V1,1.0,V2,1.0,none,yes,1,1,0,0.8675007224082947
V2,35.20561,V2,V3,2455.034446,V4,V1,4.0,V2,V0,1.0,V3,32.019336,none,V2,1.0,V2,1.0,unknown,yes,1,1,0,0.591137707233429
V1,22.086928,V2,V9,3391.942603,V4,V2,4.0,V1,V0,2.0,V1,58.982091,none,V1,2.0,V1,1.0,unknown,yes,1,1,0,0.9012259840965271
V0,11.61657,V2,V3,782.89382,V0,V3,4.0,V1,V0,3.0,V2,23.502042,none,V1,2.0,V2,1.0,yes,yes,1,1,1,0.7381346225738525
V0,12.19597,V3,V0,740.375723,V0,V2,4.0,V1,V0,2.0,V3,27.463734,bank,V2,1.0,V2,1.0,unknown,yes,1,1,1,0.9541842937469482
V0,24.653658,V4,V1,1588.974964,V0,V3,4.0,V1,V0,2.0,V3,35.640074,none,,2.0,V2,1.0,none,yes,1,1,0,0.670360267162323
V3,23.09575,V4,V9,1795.035149,V1,V2,4.0,V3,V0,3.0,V1,20.893048,none,V1,3.0,V2,1.0,unknown,yes,1,1,0,0.946944534778595
V3,12.00349,V4,V0,869.640629,V2,V4,4.0,V3,V0,3.0,V0,74.288638,none,V1,2.0,V2,1.0,none,yes,1,1,0,0.9597834944725037
V3,26.732438,V2,V2,6740.003312,V0,V0,2.0,V0,V0,4.0,V2,20.887036,none,V1,1.0,V0,2.0,unknown,yes,1,1,0,0.9692491888999939
V1,24.238359,V4,V0,432.69889,V4,V2,4.0,V1,V0,1.0,V1,29.440216,none,V1,1.0,V2,2.0,unknown,yes,1,1,0,0.9448075890541077
V3,22.18636,V4,V3,1418.690296,V4,V1,4.0,V1,V0,1.0,V2,30.436531,none,V0,1.0,V1,1.0,none,yes,1,1,0,0.9181484580039978
V3,23.175188,V2,V0,1271.217841,V0,V1,4.0,V3,V0,4.0,V3,20.297491,none,V0,1.0,V2,1.0,unknown,yes,1,1,1,0.8900259733200073
V3,23.611267,V4,V0,3387.699559,V2,V2,4.0,V1,V0,4.0,V2,22.220667,none,V0,2.0,V1,1.0,unknown,yes,1,1,0,0.9239590764045715
V1,22.092634,V2,V3,3517.811859,V0,V2,1.0,V1,V0,2.0,V1,27.4118,none,,1.0,V2,2.0,yes,yes,1,1,0,0.7328363060951233
V0,35.367738,V2,V2,2874.706253,V0,V1,4.0,V2,V0,4.0,V2,32.83806,none,V1,1.0,V3,2.0,none,yes,1,1,1,0.8315304517745972
V0,6.777759,V2,V0,1159.070238,V0,V4,1.0,V2,V1,4.0,V3,32.763247,,V2,1.0,V2,1.0,none,yes,1,1,1,0.8169673085212708
V0,46.047833,V3,V0,6624.83046,V4,V2,3.0,V2,V0,2.0,V2,31.655943,none,V1,2.0,V2,2.0,yes,yes,1,1,1,0.5691933631896973
V3,11.848411,V4,V3,1552.765325,V0,V2,2.0,V2,V0,2.0,V0,29.026176,none,V1,2.0,V3,1.0,yes,yes,1,1,0,0.985651433467865
V0,43.075988,V2,V0,7092.406802,V4,V4,3.0,V3,V0,4.0,V1,33.812076,none,V1,1.0,V3,1.0,yes,yes,1,1,1,0.6696260571479797
V3,16.234614,V2,V0,1338.592017,V4,V4,4.0,V3,V0,4.0,V0,49.986979,none,V1,1.0,V2,1.0,unknown,no,1,1,0,0.9957121014595032
V0,10.866385,V2,V0,1487.783327,V0,,1.0,V2,V0,3.0,V0,27.356425,bank,V0,1.0,V2,2.0,yes,yes,1,1,0,0.820807933807373
V3,37.280336,V3,V3,13008.70874,V1,V3,3.0,V1,V0,4.0,V2,27.923624,none,,2.0,V2,1.0,unknown,yes,1,1,0,0.9635737538337708
V1,35.14986,V2,V1,12205.234816,V1,,4.0,V1,V0,1.0,V1,28.646573,none,V1,1.0,V2,1.0,none,yes,1,1,1,0.9456130266189575
V1,12.070261,V1,V3,2111.239525,V0,V4,4.0,V1,V2,4.0,V0,33.958557,none,V1,1.0,V3,1.0,unknown,yes,1,1,1,0.8202633857727051
V3,23.670273,V4,V1,2455.294609,V0,V1,3.0,V2,V0,1.0,V2,23.760503,none,V1,2.0,V2,1.0,yes,yes,1,1,0,0.9887222647666931
V2,37.525684,V2,V3,8013.319296,V0,V2,2.0,V2,V2,4.0,V2,40.259532,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.8229554891586304
V3,46.363801,V2,V2,2102.406379,V0,V2,4.0,V2,V0,1.0,V0,48.792946,none,V1,1.0,V1,1.0,none,yes,1,1,0,0.8689103126525879
V3,12.151414,V4,V1,1711.316274,V0,V3,2.0,V2,V0,2.0,V0,37.944949,,V1,2.0,V1,1.0,none,yes,1,1,0,0.9886360168457031
V0,15.924346,V2,V3,1942.94059,V0,V4,2.0,V2,V2,4.0,V0,31.455685,none,V1,1.0,V2,1.0,yes,yes,1,1,0,0.8570181727409363
V1,14.271693,V2,V9,1425.15652,V0,,3.0,V1,V0,4.0,V0,25.754326,,V0,1.0,V1,1.0,none,yes,1,1,1,0.8156886100769043
V1,7.220747,V1,V3,1692.412751,V0,V2,4.0,V1,V0,2.0,V0,26.394239,bank,V0,2.0,V2,1.0,none,no,1,1,0,0.7185968160629272
V2,58.577011,V2,V2,11657.590343,V0,V4,4.0,V2,V0,3.0,V3,62.992191,none,V2,1.0,V2,1.0,unknown,yes,1,1,0,0.8098450303077698
V0,8.09413,V2,V6,1188.670627,V0,V3,4.0,V1,V0,2.0,V1,26.71146,none,,1.0,V2,1.0,none,yes,1,1,0,0.6619703769683838
V1,16.103518,V2,V1,1119.851671,V3,,4.0,V0,V0,2.0,V0,42.396182,none,V0,1.0,V1,1.0,none,yes,1,1,0,0.8205884695053101
V1,8.704354,V2,V3,7823.098237,V0,V2,1.0,V2,V0,4.0,V2,23.891403,,,1.0,V2,1.0,none,yes,1,1,1,0.8793703317642212
V0,21.073034,V2,V0,2567.442992,V3,V4,3.0,V2,V0,4.0,V2,30.349184,bank,V1,1.0,V1,2.0,unknown,yes,1,1,0,0.7789709568023682
V3,6.956359,V0,V0,2329.145267,V4,,2.0,V1,V0,3.0,V0,41.023222,bank,V1,1.0,V1,2.0,none,no,1,1,0,0.998411238193512
V1,25.566145,V2,V9,346.852952,V1,V1,4.0,V2,V0,4.0,V0,26.860866,none,V1,1.0,V0,1.0,none,yes,1,1,1,0.9579529166221619
V3,19.929057,V4,V10,2326.669577,V0,V1,4.0,V2,V0,3.0,V3,27.224749,none,V2,3.0,V3,1.0,yes,yes,1,1,0,0.9439971446990967
V1,15.585683,V4,V3,1531.979858,V1,V4,2.0,V2,V0,4.0,V2,38.375483,none,V1,2.0,V1,1.0,none,yes,1,1,0,0.908881425857544
V3,11.846006,V2,V0,857.669335,V0,V3,3.0,V1,V0,4.0,V1,23.786128,none,V1,1.0,V1,1.0,unknown,yes,1,1,0,0.9495150446891785
V3,11.70354,V2,V0,778.750499,V0,V4,4.0,V2,V0,4.0,V0,49.686675,none,V1,1.0,V1,1.0,yes,yes,1,1,0,0.9553815126419067
V3,19.052037,V4,V8,896.32099,V0,V2,4.0,V2,V0,2.0,V1,34.30275,none,V1,2.0,V2,1.0,none,yes,1,1,0,0.9767642617225647
V0,12.173977,V2,V6,1630.616953,V0,V4,4.0,V1,V0,2.0,V0,41.920135,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.7332534790039062
V1,18.161953,V2,V0,4692.626811,V0,V2,2.0,V1,V0,2.0,V0,62.397226,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.7399108409881592
V3,7.126225,V4,V3,1021.957091,V0,V4,4.0,V2,V0,4.0,V2,37.376419,none,,2.0,V3,1.0,yes,yes,1,1,0,0.9454262256622314
V0,15.180901,V2,V3,1493.715104,V2,,2.0,V2,V0,4.0,V3,23.993805,none,V2,1.0,V2,1.0,yes,yes,1,1,0,0.7613284587860107
V3,37.478161,V4,V0,6377.469397,V2,V2,4.0,V2,V0,4.0,V2,29.420367,none,V1,2.0,V2,1.0,yes,yes,1,1,0,0.9227356314659119
V1,9.248978,V3,V0,1605.605767,V4,,1.0,V2,V0,2.0,V0,45.802652,stores,,2.0,V2,2.0,none,yes,1,1,0,0.9525575041770935
V2,20.350524,V4,V0,2451.991594,V0,V2,4.0,V1,V0,2.0,V2,19.223524,bank,V1,1.0,V1,1.0,none,yes,1,1,1,0.7896022796630859
V0,17.53845,V4,V1,3245.563454,V0,,1.0,V2,V2,2.0,V2,27.560257,none,,2.0,V1,1.0,none,yes,1,1,0,0.8743051290512085
V1,24.730139,V4,V3,3987.216422,V4,V4,3.0,V1,V0,2.0,V3,38.589022,none,,1.0,V2,1.0,none,yes,1,1,0,0.9238358736038208
V3,22.488523,V2,V0,819.524297,V4,V3,4.0,V2,V0,3.0,V1,40.798543,bank,,1.0,V2,1.0,unknown,yes,1,1,0,0.9168568849563599
V3,16.464288,V2,V3,645.156667,V0,,3.0,V1,V0,3.0,V0,31.545272,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.9155542850494385
V0,8.310326,V2,V3,4194.811733,V0,V3,1.0,V1,V0,3.0,V0,23.501553,none,V1,2.0,V1,1.0,none,no,1,1,0,0.9537342190742493
V0,42.973049,V4,V9,2867.484702,V0,V2,1.0,V3,V0,1.0,V1,23.058129,none,,2.0,V2,1.0,yes,yes,1,1,0,0.7802247405052185
V1,37.924887,V2,V4,2291.020681,V1,V0,4.0,V2,V0,4.0,V2,43.919019,none,V0,2.0,V3,1.0,yes,yes,1,1,1,0.7156446576118469
V1,11.661271,V0,V0,7811.485184,V2,V3,2.0,V2,V0,2.0,V1,55.402779,,V1,2.0,V2,1.0,none,yes,1,1,1,0.5242577791213989
V0,58.710519,V4,V1,2568.406804,V2,V4,4.0,V0,V0,4.0,V1,59.39191,none,V1,1.0,V1,1.0,none,yes,1,1,0,0.8712117671966553
V3,6.477755,V4,V1,4442.312982,V0,V4,2.0,V2,V0,4.0,V0,42.767379,none,,2.0,V2,1.0,none,yes,1,1,0,0.9958387017250061
V2,15.550683,V4,V0,1045.584877,V0,V3,4.0,V2,V0,3.0,V0,38.011079,none,V1,2.0,V2,2.0,yes,yes,1,1,0,0.9674822092056274
V2,24.414721,V2,V1,1953.897508,V4,V2,4.0,V3,V0,4.0,V2,24.778777,,V1,1.0,V1,1.0,unknown,yes,1,1,0,0.955564022064209
V3,18.078643,V2,V2,952.265453,V0,V2,4.0,V1,V0,1.0,V0,28.982923,,V0,1.0,V1,2.0,yes,yes,1,1,0,0.9477181434631348
V0,25.29265,V2,V0,7206.047175,V0,V1,2.0,V1,V0,2.0,V3,34.009255,none,V1,1.0,V2,1.0,unknown,yes,1,1,1,0.9461638331413269
V3,24.438703,V4,V3,3797.826842,V0,V1,2.0,V2,V0,2.0,V1,42.90711,,V1,2.0,V1,1.0,none,yes,1,1,0,0.945705235004425
V3,16.675228,V2,V3,2269.736713,V0,,2.0,V0,V0,1.0,V1,28.003082,bank,V0,1.0,V1,1.0,none,yes,1,1,1,0.8409804105758667
V3,23.428569,V4,V0,7960.956379,V4,V4,4.0,V2,V0,4.0,V2,67.60124,none,V1,2.0,V1,1.0,unknown,yes,1,1,0,0.9961652159690857
V0,24.226061,V2,V9,1141.303246,V0,V1,4.0,V1,V0,4.0,V2,47.190168,none,V1,1.0,V2,1.0,none,yes,1,1,1,0.8764073848724365
V3,11.591232,V3,V2,2472.712726,V2,V3,2.0,V1,V0,3.0,V0,28.680047,none,V1,1.0,V3,1.0,yes,yes,1,1,0,0.9838694334030151
V1,41.853819,V4,V3,2555.606289,V0,V1,3.0,V2,V0,2.0,V1,28.732014,none,V1,2.0,V0,1.0,unknown,yes,1,1,0,0.5587353706359863
V3,24.707244,V4,V1,9152.124899,V4,,4.0,V2,V0,4.0,V3,61.75111,none,V2,2.0,V2,1.0,yes,yes,1,1,0,0.9972585439682007
V0,12.022619,V1,V10,1447.734357,V0,V4,2.0,V2,V0,4.0,V1,27.262532,bank,,1.0,V2,2.0,none,yes,1,1,1,0.8810280561447144
V0,8.47934,V2,V3,1030.670426,V0,V3,4.0,V1,V0,4.0,V0,32.709672,none,V1,1.0,V3,1.0,unknown,yes,1,1,0,0.8699458837509155
V3,9.462683,V2,V1,846.794584,V4,V4,2.0,V2,V0,4.0,V0,38.948355,bank,V1,2.0,V2,1.0,unknown,yes,1,1,0,0.9934806823730469
V0,11.836498,V1,V1,1097.700644,V0,,2.0,V1,V0,4.0,V0,29.382233,bank,V1,1.0,V2,1.0,unknown,yes,1,1,1,0.7278007864952087
V0,16.867078,V0,V0,3843.469691,V0,V4,4.0,V3,V2,3.0,V3,42.668434,stores,V2,3.0,V2,1.0,none,yes,1,1,1,0.9392725229263306
V1,25.340279,V4,V3,1668.558482,V0,,4.0,V2,V0,2.0,V2,55.137852,none,,2.0,V1,1.0,none,yes,1,1,1,0.7739667296409607
V1,11.529627,V2,V0,1376.805148,V0,V1,3.0,V1,V2,4.0,V0,29.465518,stores,V1,1.0,V2,1.0,yes,yes,1,1,0,0.5833861827850342
V0,12.140748,V4,V1,2667.566015,V4,V2,3.0,V2,V0,2.0,V1,24.801798,none,V1,2.0,V2,2.0,unknown,yes,1,1,0,0.9515077471733093
V3,23.575793,V3,V9,2261.440525,V0,V0,4.0,V1,V0,4.0,V0,60.609772,none,,2.0,V3,1.0,yes,yes,1,1,0,0.977398157119751
V0,9.784001,V2,V3,762.686335,V4,V2,4.0,V2,V0,2.0,V1,56.464926,none,,2.0,V1,1.0,none,yes,1,1,0,0.8684226274490356
V1,25.862323,V4,V2,9190.811843,V0,V1,1.0,V2,V0,4.0,V2,23.234496,none,,2.0,V2,1.0,none,yes,1,1,1,0.7405162453651428
V3,24.370544,V4,V3,3640.951779,V4,V2,3.0,V2,V1,1.0,V2,39.36805,none,V1,3.0,V2,1.0,none,yes,1,1,0,0.9862951040267944
V0,15.256071,V2,V1,1936.53221,V0,V3,3.0,V1,V0,2.0,V2,59.990543,,,1.0,V3,1.0,yes,yes,1,1,0,0.8591681718826294
V3,12.157589,V4,V0,1576.479471,V0,V2,4.0,V1,V2,1.0,V2,29.900252,none,,1.0,V2,1.0,unknown,yes,1,1,0,0.9808220863342285
V0,16.81786,V3,V9,1155.085213,V0,,4.0,V2,V0,2.0,V1,25.831076,,,2.0,V2,2.0,none,yes,1,1,1,0.9283990263938904
V3,20.204856,V2,V0,1900.07452,V1,,4.0,V2,V0,4.0,V2,26.142481,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.9375840425491333
V0,8.775079,V4,V3,1608.874779,V0,V3,3.0,V2,V0,2.0,V2,32.146645,,V1,2.0,V2,1.0,yes,yes,1,1,0,0.8828972578048706
V3,12.218415,V2,V2,767.75143,V2,V2,4.0,V2,V0,2.0,V0,42.59233,none,V1,1.0,V2,2.0,none,yes,1,1,0,0.8457319140434265
V3,23.280914,V4,V2,957.35639,V4,V4,4.0,V2,V0,4.0,V0,41.721246,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.9743572473526001
V1,11.921931,V4,V1,2407.691655,V4,V3,4.0,V2,V0,4.0,V2,33.212499,none,V1,1.0,V2,2.0,yes,yes,1,1,0,0.9961843490600586
V3,19.410501,V4,V9,1714.79649,V4,V2,4.0,V1,V0,2.0,V1,32.872395,none,V0,2.0,V2,1.0,unknown,yes,1,1,0,0.9652538299560547
V0,49.675345,V2,V9,4656.395097,V0,V2,2.0,V3,V0,2.0,V0,29.989894,,V1,1.0,V2,1.0,none,yes,1,1,0,0.6705591678619385
V3,8.031398,V2,V2,1376.00423,V3,V2,2.0,V2,V0,2.0,V2,38.864881,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.9712544083595276
V0,25.179407,V1,V9,2003.84154,V0,V2,2.0,V2,V0,2.0,V1,33.780187,bank,V1,1.0,V2,1.0,yes,yes,1,1,1,0.6832250952720642
V3,19.035798,V2,V0,3076.962592,V4,V1,3.0,V1,V2,4.0,V2,49.746727,none,V1,1.0,V1,1.0,unknown,yes,1,1,0,0.7656353712081909
V3,20.313634,V2,V9,2770.240964,V0,,2.0,V2,V2,4.0,V1,36.075286,none,,2.0,V1,1.0,none,yes,1,1,0,0.9647023677825928
V0,12.124285,V2,V3,2502.664702,V0,V4,3.0,V2,V0,4.0,V2,51.917837,none,V1,1.0,V2,2.0,none,yes,1,1,0,0.8775848150253296
V2,24.680585,V2,V3,1669.397344,V2,V3,4.0,V2,V0,4.0,V0,28.280301,none,V1,1.0,V2,2.0,yes,yes,1,1,0,0.9341926574707031
V1,6.83522,V2,V3,1704.280008,V0,V0,1.0,V2,V0,4.0,V0,35.957093,,V1,1.0,V3,1.0,none,yes,1,1,0,0.9366255402565002
V2,4.619855,V4,V2,1563.005124,V0,V4,4.0,V2,V0,4.0,V3,38.277327,none,V1,1.0,V2,1.0,none,yes,1,1,0,0.9235783815383911
V1,24.026708,V2,V1,3411.584067,V0,V1,4.0,V2,V0,1.0,V3,58.023304,none,V2,1.0,V1,2.0,none,yes,1,1,0,0.7100720405578613
V0,21.343556,V2,V3,13255.567015,V0,V3,2.0,V2,V0,4.0,V3,29.068103,none,V2,1.0,V3,1.0,unknown,yes,1,1,1,0.6365175843238831
V0,11.240123,V1,V0,426.999974,V2,V4,4.0,V0,V0,4.0,V0,35.149095,none,V1,2.0,V1,1.0,yes,yes,1,1,1,0.9513251185417175
V1,25.606102,V2,V3,3238.73877,V4,V4,3.0,V1,V0,4.0,V2,45.307752,none,V0,1.0,V0,1.0,none,yes,1,1,0,0.833685040473938
V3,23.464186,V4,V2,12845.074352,V1,V2,3.0,V2,V0,2.0,V3,36.703159,none,V0,2.0,V2,1.0,yes,yes,1,1,0,0.9705480337142944
V0,53.027225,V3,V3,4117.517251,V0,,4.0,V2,V1,4.0,V3,60.403358,none,V0,2.0,V2,1.0,none,no,1,1,0,0.883914053440094
V3,24.612715,V2,V6,3724.745349,V0,V2,3.0,V2,V0,2.0,V0,28.120031,,,1.0,V1,2.0,none,yes,1,1,0,0.8820447325706482
V0,45.639591,V2,V0,3172.722014,V0,,4.0,V2,V0,2.0,V1,27.175081,none,V0,1.0,V2,1.0,yes,yes,1,1,1,0.9536136984825134
V0,8.923134,V2,V3,1356.741015,V0,V2,2.0,V2,V0,4.0,V1,44.156371,bank,V1,1.0,V2,1.0,none,yes,1,1,0,0.6710507273674011
V3,26.175939,V4,V2,2984.358275,V4,V1,4.0,V2,V0,1.0,V1,23.635746,,V1,3.0,V0,1.0,yes,yes,1,1,0,0.923453688621521
V1,6.350436,V4,V3,1627.442885,V4,V4,4.0,V3,V0,4.0,V3,38.544822,none,V1,1.0,V2,1.0,yes,yes,1,1,0,0.9832566976547241
V3,19.799679,V4,V1,4614.503231,V4,V2,1.0,V2,V0,4.0,V2,35.765495,none,,1.0,V2,1.0,yes,yes,1,1,0,0.9906656742095947
V3,17.308546,V2,V0,1878.164769,V4,V0,3.0,V1,V0,4.0,V1,27.457783,none,,1.0,V0,1.0,yes,yes,1,1,0,0.9525770545005798
V0,31.094735,V4,V0,2155.258246,V0,,4.0,V2,V0,1.0,V2,28.181407,none,V1,2.0,V2,2.0,none,yes,1,1,1,0.9262924194335938
V3,11.733634,V2,V0,2482.208029,V2,,4.0,V1,V0,3.0,V2,31.441879,none,V0,1.0,V3,1.0,yes,yes,1,1,0,0.9505389332771301
V0,33.498424,V2,V2,6027.993869,V2,V3,3.0,V2,V1,2.0,V2,40.102106,none,V0,1.0,V1,1.0,unknown,yes,1,1,0,0.626984179019928
V3,19.029632,V2,V0,3284.638553,V3,V3,3.0,V2,V0,1.0,V1,29.802706,none,V1,1.0,V1,1.0,unknown,no,1,1,0,0.9955497980117798
V1,8.189552,V2,V1,1025.765217,V4,V3,1.0,V1,V0,4.0,V3,79.390335,none,V2,1.0,V2,1.0,unknown,yes,1,1,0,0.9336471557617188
V0,12.406371,V4,V6,1240.262052,V0,V2,4.0,V2,V0,4.0,V1,30.986539,none,V1,1.0,V1,1.0,none,yes,1,1,0,0.7331703901290894
V3,11.690982,V0,V1,1357.4164,V0,V4,4.0,V1,V0,4.0,V0,64.927691,bank,V1,1.0,V1,1.0,none,yes,1,1,0,0.980065107345581
V0,31.561453,V4,V6,12233.203854,V2,V4,4.0,V2,V0,4.0,V0,36.422517,bank,V1,1.0,V2,2.0,yes,yes,1,1,1,0.8143424391746521
V0,11.632553,V0,V2,2792.765201,V0,V1,3.0,V1,V0,2.0,V2,23.57509,none,V1,2.0,V1,1.0,none,yes,1,1,1,0.9296460151672363
V3,23.853875,V2,V3,2824.37592,V4,V4,4.0,V1,V0,2.0,V2,38.459516,,V1,1.0,V2,1.0,none,yes,1,1,0,0.9836772084236145
V2,48.386189,V2,V0,12529.192402,V1,V1,4.0,V3,V0,4.0,V0,35.402043,none,V1,1.0,V2,1.0,none,yes,1,1,1,0.7617650628089905
V0,12.407818,V2,V0,366.518953,V0,V2,3.0,V1,V0,2.0,V0,24.228918,none,V1,2.0,V2,1.0,unknown,yes,1,1,1,0.7193976640701294
V3,23.493693,V4,V6,1519.400757,V0,,4.0,V2,V0,1.0,V2,26.947412,,V1,1.0,V3,1.0,unknown,yes,1,1,0,0.7186834216117859
